mmr,kills,deaths,assists,kda,gold_per_min,xp_per_min,last_hits,denies,lane_efficiency_pct,duration,level,hero_damage,tower_damage,hero_healing,stuns,tower_kills,neutral_kills,courier_kills,purchase_tpscroll,purchase_ward_observer,purchase_ward_sentry,purchase_gem,purchase_rapier,pings,throw,comeback,stomp,loss,actions_per_min,account_id,wins,losses,games_played,rating
4383.0,5.876404494382022,8.764044943820224,14.337078651685395,1.808988764044944,409.2022471910112,571.561797752809,125.95505617977527,6.629213483146068,48.30337078651685,2138.7977528089887,20.50561797752809,20340.24719101124,1319.6741573033707,937.9213483146068,48.506969517977524,0.6853932584269663,43.23595505617977,0.21348314606741567,8.704545454545455,2.8235294117647056,2.8484848484848486,1.0,0.0,20.423076923076927,4524.833333333333,4746.212765957447,9281.68085106383,8535.095238095239,138.37078651685394,1025593488,42,36,78,1044.83
4383.0,3.8651685393258433,8.887640449438203,15.539325842696627,1.6966292134831462,346.33707865168543,516.9213483146067,74.56179775280899,3.460674157303371,41.0,2138.7977528089887,19.59550561797753,13172.179775280902,634.2134831460675,2253.9887640449438,30.784291784269662,0.2808988764044944,19.898876404494377,0.21348314606741567,7.287356321839081,13.33720930232558,13.771084337349398,1.0,0.0,14.36144578313253,4524.833333333333,4746.212765957447,9281.68085106383,8535.095238095239,191.6629213483146,1026062046,42,36,78,1044.83
4539.0,6.200589970501474,8.348082595870206,13.946902654867255,2.4542772861356936,387.1091445427729,449.566371681416,117.79056047197642,3.7433628318584065,47.171875,2407.758112094395,18.020648967551626,12229.392330383478,1037.504424778761,788.1740412979352,23.74032538015625,0.640625,37.65625,0.234375,5.278688524590164,9.491228070175438,10.2,1.0,0.0,16.483870967741936,4784.703703703704,3245.5945945945946,7760.72972972973,6952.148148148148,220.59375,286428848,37,27,64,1069.51
4274.0,6.9538834951456305,5.769417475728155,11.067961165048542,3.4538834951456314,410.6917475728155,486.371359223301,138.8349514563107,3.567961165048544,68.03125,2516.601941747573,19.16504854368932,13457.884803921568,1407.6299019607845,383.9044117647058,22.456365749921886,1.40625,81.890625,0.21875,5.0,2.0,2.75,1.0,1.0,7.081632653061225,4784.703703703704,3245.5945945945946,7760.72972972973,6952.148148148148,187.375,258613596,37,27,64,1069.51
4539.0,9.0,6.5625,10.6875,2.78125,516.21875,719.546875,204.6875,12.578125,65.47619047619048,2008.625,22.703125,25295.234375,3032.09375,560.421875,38.862507056250024,1.546875,72.46875,0.359375,5.517241379310344,4.363636363636363,5.038461538461538,0.0,0.0,13.426229508196721,4784.703703703704,3245.5945945945946,7760.72972972973,6952.148148148148,248.328125,140357589,37,27,64,1069.51
4539.0,8.71875,7.546875,11.5625,2.703125,482.140625,675.84375,181.84375,9.546875,66.109375,2008.625,21.90625,23977.890625,2099.71875,994.046875,28.161575696875005,1.28125,54.140625,0.15625,5.838709677419355,3.4375,3.625,0.0,0.0,10.642857142857142,4739.153846153846,3317.263157894737,7556.5,7219.538461538462,172.8125,141581042,37,27,63,1069.51
4405.0,6.379310344827586,7.827586206896553,12.965517241379311,2.0689655172413794,439.05172413793116,621.5517241379309,155.94827586206898,7.551724137931035,53.32758620689656,2028.7413793103449,21.103448275862068,21006.775862068964,1904.844827586207,760.4655172413792,37.207615058620696,0.8448275862068966,63.3448275862069,0.3103448275862069,6.946428571428571,3.255813953488372,3.5294117647058822,0.0,0.0,14.894736842105265,4625.375,3300.1764705882347,7902.117647058823,7536.0,119.3103448275862,259432103,37,27,58,1069.51
5124.0,3.1666666666666665,5.166666666666667,12.833333333333336,2.0,293.3333333333333,385.33333333333326,54.0,5.166666666666667,38.4,1814.166666666667,14.0,11076.5,220.16666666666663,925.0,37.80708050000001,0.16666666666666666,15.0,0.16666666666666666,5.0,1.4,2.0,0.0,0.0,20.4,6059.333333333332,2627.0,6158.333333333332,2281.333333333333,107.0,1051962720,37,27,6,1069.51
5044.0,3.616161616161616,8.723905723905723,15.457912457912457,1.9696969696969695,326.5319865319865,464.9292929292929,65.08417508417509,3.3535353535353534,41.57761732851986,2069.262626262627,18.01010101010101,12310.70707070707,668.2962962962962,1941.4040404040404,29.746910560467626,0.3057553956834532,16.931654676258994,0.11151079136690648,8.417582417582418,13.03358208955224,15.940944881889765,1.0,0.0,14.774703557312256,4557.741721854305,3494.763779527559,11178.047244094487,9346.523178807947,226.61870503597126,908221052,37,27,1,1069.51
5043.0,9.618955512572533,6.21083172147002,10.84332688588008,3.5454545454545454,546.7659574468087,627.5261121856868,224.65377176015477,10.218568665377175,72.8409090909091,2192.6905222437135,20.86073500967118,26888.322709163345,3073.1633466135463,591.0577689243028,28.26188440113207,1.788679245283019,88.12075471698114,0.2037735849056604,7.222222222222222,1.627906976744186,3.375,0.0,1.0,9.047393364928912,4144.191489361702,3849.774193548387,11382.645161290322,9585.241134751774,209.7735849056604,244058707,110,124,236,993.135
5044.0,8.192344805403668,6.985847539401737,13.840784818269539,3.238018655516244,458.3441621100032,519.9395303956256,166.11257639112256,7.4174975876487625,51.55255255255257,2417.83724670312,19.73431971695079,20457.244752308983,1641.6717044500422,751.4697732997481,44.73623989540537,0.6467065868263473,45.131736526946106,0.1407185628742515,8.781818181818181,2.8691099476439788,3.638888888888889,1.0909090909090908,0.0,24.032679738562088,3956.078787878788,3491.9289940828407,13473.343195266272,11144.812121212119,168.23353293413174,117106216,110,124,231,993.135
5032.0,11.869481765834935,6.0556621880998085,12.159309021113243,4.069097888675624,567.7024952015355,684.595009596929,246.33205374280232,11.251439539347407,66.54054054054055,2155.5815738963533,21.877159309021117,31170.504798464488,2474.230326295585,523.4625719769674,33.194072465656554,1.1313131313131313,63.60606060606061,0.12794612794612795,7.2891986062717775,2.5,2.3421052631578947,1.0,0.0,17.823741007194247,4173.622516556291,3289.671232876712,12897.965753424658,9492.019867549669,204.15151515151518,377420354,110,124,208,993.135
5094.0,9.353846153846154,6.046153846153847,11.871794871794872,3.4615384615384617,537.8,699.1948717948718,239.08205128205128,13.451282051282053,73.0923076923077,2081.0410256410255,22.051282051282055,29430.220512820517,2674.4102564102564,396.6307692307692,38.07894551866666,1.2923076923076924,74.26153846153846,0.16923076923076924,8.010471204188482,1.9662921348314608,3.1724137931034484,0.0,0.0,19.617486338797814,4751.585858585859,3579.979166666666,11032.875,8987.515151515152,274.93846153846147,880093059,110,124,185,993.135
5046.0,8.22019939315128,6.843086259211098,12.913307325530992,3.2410056350238405,436.2392717815345,498.40442132639794,157.77113133940182,7.542696142175987,58.48636363636364,2545.45470307759,19.775032509752926,18315.25666280417,1568.8192352259562,428.92526071842417,26.557073830136986,1.0136363636363637,64.85,0.045454545454545456,7.504545454545455,4.266666666666667,4.0,1.0,0.0,21.053658536585367,2675.709401709402,2988.3106796116504,21398.281553398057,18513.81196581196,163.32727272727269,184763530,110,124,40,993.135
4771.0,6.783855903935957,7.590393595730487,10.641094062708474,2.56837891927952,399.21014009339564,454.9699799866578,146.3282188125417,6.067378252168112,66.26923076923077,2390.158105403603,18.388925950633755,16080.5877251501,1349.6737825216812,495.7211474316211,32.623583522211554,1.4038461538461535,59.634615384615394,0.0576923076923077,8.196078431372548,2.0,1.0,0.0,0.0,29.33333333333333,2329.25,4742.916666666667,17049.75,14657.964285714286,224.46153846153842,237760714,110,124,28,993.135
4664.0,5.7142857142857135,5.571428571428571,7.071428571428571,2.0,463.4285714285714,611.7857142857142,157.14285714285714,12.928571428571427,69.38461538461539,1618.5,17.857142857142858,18188.85714285714,2276.785714285714,425.78571428571433,17.102393907142854,1.0,46.214285714285715,0.35714285714285715,4.846153846153847,2.0,2.0,0.0,0.0,24.07692307692308,3484.25,4119.333333333333,4067.833333333334,8271.625,288.2857142857143,1057451623,110,124,11,993.135
4011.0,7.642111368909513,6.950116009280743,12.6745939675174,2.9564965197215782,441.34280742459396,527.8787703016242,176.78422273781902,9.35788863109049,45.875,2541.459976798144,21.100928074245942,21002.126416219442,1836.2534287418011,553.8163387000596,27.907650314166666,0.7083333333333334,38.5,0.0625,7.6875,8.444444444444445,10.657894736842103,1.0,0.0,23.177777777777774,3480.8,3785.608695652174,23971.478260869564,17918.16,157.0,145178068,110,124,11,993.135
4006.0,8.772646536412077,5.159857904085258,12.639431616341028,4.483126110124334,541.5754884547068,613.9307282415631,200.7069271758437,13.019538188277087,71.55045871559633,2104.2415630550618,21.124333925399643,22604.8128342246,3622.946524064171,578.9090909090909,24.649611245871547,1.4403669724770642,64.49541284403671,0.1651376146788991,5.915094339622643,3.0689655172413794,4.375,0.0,0.0,27.715686274509807,3855.38,2122.423728813559,14028.593220338984,10047.9,217.2201834862385,397073989,110,124,5,993.135
6618.0,8.11163294797688,6.29985549132948,12.251445086705203,3.484826589595376,528.4526734104047,601.0740606936416,207.76228323699425,14.130419075144511,70.52930622009569,2024.716401734104,20.320086705202307,24197.254341534008,3638.761577424023,745.4048480463098,31.207984030624985,1.4397374701670644,63.51252983293556,0.08711217183770882,7.773902585688515,2.227450980392157,2.7660098522167487,1.0384615384615383,1.3333333333333333,20.589511754068717,2693.6772908366534,1787.2502708559045,16815.21126760564,15191.961487383798,128.70584725536992,470392491,19,27,54,985.563
6974.0,9.048847672390048,5.308970709760351,9.992562666421817,3.9994490864016163,572.4358644752548,589.5263979432558,234.22008998255438,12.18832063171426,73.99158699808795,2166.4197961619684,20.03250390230465,20588.34998619928,4012.2464808170025,393.52718741374565,17.221063700975122,2.4927536231884058,92.06331045003814,0.06636155606407322,7.425704361250482,2.572519083969466,2.5950920245398774,1.0857142857142856,1.0666666666666669,49.27758146839418,2300.345740281224,1968.664265129683,16911.284582132565,17542.483870967742,314.0580992689496,129748056,19,27,54,985.563
6525.0,8.239793189516847,6.059903726154394,11.441433410590124,3.5025851310394014,479.56962025316454,531.5699768229631,176.31538598680692,12.589766446781956,73.05965292841648,2277.2702799072918,19.24157603850954,19562.37164527421,2714.198949824971,395.34247374562426,29.92948237840807,1.7803030303030305,82.02705627705626,0.18181818181818185,7.692222222222222,2.321867321867322,4.125925925925927,1.0,1.1111111111111112,31.51859956236324,2523.8504901960778,1871.0252427184464,19319.0213592233,17713.843137254902,206.77302631578945,86827090,19,27,32,985.563
6853.0,7.476292784116166,7.029337679656246,12.944139872573714,2.905467476663209,436.78744999259146,489.969180619351,137.0577122536672,8.257890057786339,50.46622401847575,2194.058156763965,18.524670321529115,17790.064298724956,1991.1774134790528,906.705282331512,37.25745569023637,0.8782383419689119,29.323834196891195,0.07484168105929764,9.106779167878964,5.45462080397845,6.464439140811455,1.0610079575596818,1.1,21.241907004120073,2116.575074183976,1995.5489647453835,77279.95467263571,17164.437388724036,258.52448156682027,167072778,19,27,30,985.563
6692.0,7.4448264008250264,5.7683052595393605,11.895840495015467,3.488827775867996,466.2502578205569,521.8838088690271,167.6088002750086,10.113441045032657,55.11059907834101,2109.1409419044344,19.22860089377793,18588.76114206128,2556.066155988858,798.8715181058494,33.24718074418349,0.9807339449541284,36.666055045871566,0.02568807339449541,7.097132284921369,7.04517453798768,10.812933025404154,1.0333333333333334,0.0,24.635084427767357,2022.790654205608,2032.3315315315315,16153.064864864866,15731.777570093456,141.58256880733944,163564052,19,27,28,985.563
5767.0,8.621524877699558,5.237919102732371,10.541462832597542,3.9928409497673303,514.1856580360338,551.8390406872688,193.0096647178141,8.687268822336236,64.66826538768984,2150.1792148908244,19.470826870301877,19597.90395873989,3155.5330359632007,400.57095065514363,23.023068140007826,1.5526315789473684,67.75438596491227,0.04944178628389154,8.346123101518785,6.178451178451178,6.48,1.0857142857142856,1.0,86.18035426731079,1966.0423600605145,1868.3760539629004,18540.24114671164,17450.512859304086,241.5614035087719,144429269,19,27,13,985.563
5964.0,8.492507492507492,3.6973026973026974,9.987012987012989,5.6803196803196805,544.083916083916,667.3036963036963,257.040959040959,12.187812187812188,74.21314102564101,2061.83016983017,21.495504495504495,26351.87035069076,4816.717321997875,340.83634431455897,31.386672685336546,1.9615384615384612,112.41666666666669,0.15865384615384615,7.4256756756756745,2.077433628318584,2.129032258064516,1.0,1.0,72.77813504823149,1814.3284671532847,2363.14,15735.988571428572,15917.967153284673,315.4647435897436,208830605,19,27,6,985.563
4898.0,7.576713572401272,6.463685882886972,13.644348615524285,3.329096686336813,432.0853381752156,516.7056286881525,153.26327734906945,6.812074443940082,47.7185628742515,2392.0923740354065,19.824103495233768,18423.74633991089,1764.0305537873965,854.5967536600891,40.657771710813215,0.6467065868263473,36.7874251497006,0.11377245508982035,7.557926829268293,4.278969957081545,6.405405405405406,1.0294117647058822,1.0,38.705167173252285,2763.193939393939,1957.451807228916,19006.13855421687,17357.29090909091,289.9818731117825,123684139,19,27,1,985.563
6443.0,9.19129116117851,5.841854419410745,11.033795493934145,3.6418977469670715,562.2937608318891,617.9302426343154,220.52967937608318,12.503682842287695,68.47523170341962,2105.1202339688048,21.11026863084922,23200.95837849556,3955.431606329937,498.5395621070888,26.957172950160807,1.9329929802169752,68.7903637523931,0.07849393746011486,7.360450160771704,3.2097902097902096,3.282527881040892,1.0757575757575757,1.2857142857142858,88.28566827697261,2259.007387508395,2525.1234042553187,18787.00121580547,18789.936198791136,133.73069559668156,389022189,8,10,18,995.268
6558.0,10.282617757398917,7.108378491037933,9.921008753647351,3.1019174656106716,587.0381408920383,600.8322217590662,238.49562317632348,12.736140058357648,72.8125,2220.9756148395168,20.575864943726554,20435.846975088967,3917.338790035587,337.46192170818506,22.59273501964573,2.335195530726257,73.37895716945997,0.12290502793296088,8.41395793499044,2.881578947368421,3.3061224489795915,1.0357142857142858,1.0,31.622950819672127,2135.8859813084114,2068.923364485981,17227.336448598133,17841.43738317757,167.16761363636363,180012313,8,10,16,995.268
5326.0,12.135496183206104,5.388358778625954,10.314885496183207,5.106870229007634,634.5811068702291,712.0954198473282,260.9064885496183,10.503816793893131,70.87212276214834,2091.3616412213737,21.806297709923662,31453.776391554704,4952.834932821497,277.41746641074855,37.630265444464285,1.8112244897959184,81.40051020408163,0.19642857142857145,7.777486910994765,2.421965317919075,5.269230769230768,1.173913043478261,1.25,29.64190981432361,3285.2638036809813,1564.5545851528384,19387.860262008733,14908.202453987731,223.67857142857144,842418568,8,10,15,995.268
6652.0,3.519723183391004,6.409688581314878,12.108650519031142,2.3425605536332186,301.160553633218,342.1598615916955,62.750865051903105,3.8159169550173013,36.26202158979392,2260.240138408305,15.31833910034602,9115.517918088737,639.5870307167237,1018.9965870307167,26.444463331095662,0.2975432211101001,11.818926296633304,0.033666969972702465,8.460843373493976,10.927765237020315,9.867967853042481,1.059782608695652,0.0,119.88667992047714,2346.572614107884,1817.1819960861058,17921.788649706454,16828.96887966805,132.7833491012299,91654584,8,10,15,995.268
6181.0,8.013915094339623,5.943867924528303,12.971933962264151,3.824528301886792,445.9919811320754,508.2323113207547,134.97216981132075,8.280896226415095,60.37891737891738,2163.512264150944,18.254716981132077,16399.698426201616,1960.6584432156528,748.8222033177371,35.54250720550072,1.004255319148936,34.95460992907802,0.13617021276595745,9.494285714285716,4.152542372881356,4.354066985645933,1.0256410256410255,1.0,27.80752532561505,2407.534201954397,1935.5088161209067,19503.7556675063,19705.811074918565,157.660485021398,111150817,8,10,15,995.268
6550.0,8.162794276042469,6.317895060778581,11.352208032004926,3.1544853054316047,502.97645791660256,544.1820280043083,198.0103092783505,10.379904600707803,67.62338779019777,2247.499923065087,19.67302661947992,19266.879824400952,2508.9037863544904,439.7102615694165,28.08560922606059,1.4529109589041096,56.529965753424655,0.0351027397260274,7.4853951890034365,3.697674418604651,6.896907216494847,1.037037037037037,1.2,19.926353149955638,2279.284936479129,2171.6223662884927,16941.915721231766,16576.079854809443,180.5222602739726,168798737,7,9,16,1063.31
6346.0,4.810542270124621,8.184405523745369,15.330751094644661,2.322667564836645,329.7509262377905,369.90889188278885,59.44324688447289,1.8081845739306164,40.11907270811381,2216.6173795890872,15.993432132030987,11524.279458155503,873.4783818890332,927.5913898682503,36.21648298507915,0.4257112750263435,13.492096944151738,0.07586933614330875,9.085623678646934,9.640877598152423,10.3676844783715,1.0775193798449612,2.0,52.84931506849315,2355.8118161925604,1997.7032520325204,18210.914634146346,18360.94310722101,250.2086406743941,208163435,7,9,16,1063.31
6734.0,7.121102929656901,6.491775027416575,13.870750430831896,3.4001253329155565,442.3882187059377,507.80134732884216,137.7065643114523,7.409995300015668,49.00263852242743,2114.4298919003604,19.044336518878268,17657.054283024787,1773.3707248195794,777.0437715720112,36.64763791158029,0.6054708048395582,29.044713308784853,0.12204103103629667,8.091728525980912,4.632352941176472,5.226596675415573,1.054054054054054,1.0,26.24573560767591,2248.1514161220043,2032.5371312309255,17003.552390640896,17000.18845315904,147.11730668069438,296514230,7,9,16,1063.31
6849.0,9.12441603147283,6.308704204573394,11.522744037373984,3.7104745512662896,523.4730759773788,560.7967789525449,196.7914925006147,11.510941726088026,72.32499187520312,2168.5186869928693,19.94959429554955,22987.40122767857,3755.257440476191,389.0316220238095,28.10499623112864,1.8667747163695299,62.06645056726093,0.07779578606158834,8.644814090019569,3.8596491228070176,5.439635535307517,1.1212121212121209,1.0869565217391304,24.98,2510.91243315508,2384.726700251889,18513.558564231742,18749.35026737968,172.07001620745544,253897281,7,9,16,1063.31
6339.0,8.824112104373036,5.7598453732785675,10.469920270596765,3.4353708625271806,548.4762019811549,606.9939598936942,236.34283643392124,15.204397197390676,71.65874035989718,2103.408311186277,20.849963759362165,24310.302297460697,3648.4737605804107,355.1223700120919,23.51598697773425,1.7734274711168163,92.70474967907572,0.20474967907573813,7.173660426081343,2.3849765258215956,3.3629032258064515,1.0,1.1111111111111112,5.5787159190853135,2379.527152317881,2343.6832917705733,16836.688279301747,16025.184105960263,161.69191270860074,356343152,7,9,16,1063.31
5001.0,5.4738965545065765,6.765512789477931,12.352618413620592,2.745824255628177,385.4362139917695,435.9633664165255,105.95505527313807,4.940450254175746,47.62599854756718,2255.186153473735,17.248285322359393,13423.962823834197,1370.3805699481866,727.0621761658031,35.889078173641074,0.5303907380607815,39.42764109985528,0.09985528219971056,9.282672540381789,6.8797250859106525,7.086713286713287,1.0666666666666669,1.0,45.2293986636971,2792.447482014389,2582.5737463126848,17726.281710914453,16180.326618705036,200.37792397660817,101866704,152,182,262,902.508
6512.0,7.966079812206572,5.657276995305164,10.248826291079812,3.5498826291079815,545.4196009389672,598.1361502347418,230.27887323943662,11.080516431924883,67.07313970744117,2054.917370892019,20.373591549295774,22533.83930778739,3809.200741656366,363.4423980222497,24.35372311923919,1.8282507412113511,69.52223634053368,0.07878017789072428,6.662730785744955,3.8520408163265305,4.628289473684211,1.0864197530864197,1.1363636363636365,29.715241796200342,2114.177182368194,2580.147071042792,15651.528043207312,16761.684961106308,139.8847945785684,452376367,152,182,189,902.508
5122.0,6.705479452054795,5.561643835616438,12.246575342465755,3.9520547945205484,490.32876712328766,641.5205479452055,206.1917808219178,6.109589041095893,72.29285714285714,1997.5753424657532,20.698630136986306,19902.10958904109,2171.6095890410957,751.6301369863014,38.95341582927141,0.9857142857142858,68.41428571428571,0.07142857142857142,7.474452554744525,3.8846153846153846,5.869565217391305,1.0,0.0,12.050420168067227,3771.014285714285,3701.714285714286,9873.6,9921.942857142858,200.11428571428573,141250669,152,182,135,902.508
4935.0,6.259615384615384,8.567307692307693,12.25,1.6730769230769231,447.2211538461538,604.9134615384615,210.2692307692308,5.778846153846153,44.5,2556.4326923076924,23.288461538461537,23922.038461538457,1015.2211538461537,810.8269230769231,36.08763285961539,0.4807692307692308,90.41346153846152,0.3557692307692308,6.66326530612245,2.4571428571428573,2.25,1.0,0.0,13.626373626373624,6507.793103448276,5077.695652173913,8552.54347826087,7217.637931034483,153.375,1046323379,152,182,102,902.508
4947.0,8.144578313253012,5.240963855421687,6.975903614457831,2.6385542168674703,619.3012048192771,765.2168674698795,375.855421686747,7.542168674698795,76.67469879518072,2232.855421686747,24.578313253012052,24996.493975903613,3856.8915662650606,71.78313253012048,18.565709539759034,1.8192771084337351,173.08433734939757,0.2289156626506024,4.905405405405405,1.0,1.5,1.0,1.0,6.611940298507463,5619.46,4642.242424242424,8375.545454545454,7882.4,211.2048192771084,1055998509,152,182,82,902.508
5068.0,8.135802469135802,7.62962962962963,11.76543209876543,2.061728395061728,550.0987654320987,718.9259259259261,327.4814814814815,8.17283950617284,71.41975308641976,2676.1358024691363,25.641975308641968,28555.259259259263,1793.7283950617284,1401.0864197530866,30.782687572839517,1.1234567901234571,109.06172839506172,0.2345679012345679,6.1265822784810124,1.5714285714285714,1.1111111111111112,1.0,0.0,7.916666666666668,6664.775510204082,5747.1875,7884.1875,6985.448979591837,239.83950617283952,1045552496,152,182,81,902.508
6046.0,9.158656089594027,5.0713952403173135,9.515632291180587,4.126924871675222,572.7900139990668,653.2893140457303,242.08352776481567,14.777881474568362,75.0933448573898,2030.3056462902475,20.988800746616885,25681.101869158883,4043.471028037383,458.8205607476635,28.401054229398614,1.5953408110440035,86.98619499568593,0.07420189818809317,6.578111209179172,1.7270194986072422,3.0638297872340425,1.0,1.2,32.398756660746,1978.864376130199,2163.59900990099,15838.577557755776,16084.58047016275,150.04314063848145,138093774,152,182,56,902.508
5608.0,9.39561403508772,5.522807017543861,10.937719298245614,4.0587719298245615,506.56140350877195,599.0087719298245,197.19035087719294,8.642105263157895,64.27859237536657,2201.430701754386,20.535087719298247,24184.909653465347,2742.77599009901,399.9678217821782,31.625533351123146,1.1700879765395895,64.12609970674487,0.0997067448680352,6.730303030303031,4.978609625668449,7.63716814159292,1.0,1.0,23.44642857142857,2373.335260115607,1690.5059523809525,17088.14880952381,15004.676300578034,280.83870967741933,179614510,152,182,56,902.508
5031.0,5.869565217391305,5.978260869565218,10.76086956521739,2.717391304347826,484.0652173913044,641.2173913043479,238.15217391304347,5.652173913043479,75.02173913043478,2151.478260869565,21.93478260869565,19813.543478260868,1796.1521739130435,1876.7173913043482,28.416357600000005,1.0217391304347827,78.8913043478261,0.2391304347826087,4.477272727272728,1.5,3.5,0.0,0.0,7.642857142857142,5668.6923076923085,4692.2,8771.9,8006.1923076923085,192.1304347826087,1063917098,152,182,45,902.508
6207.0,9.314573015158338,5.839111511331232,11.635149332132675,3.960228125469008,531.8078943418881,562.0935014257842,198.77817799789884,9.485517034368902,69.47457627118644,2255.79543749062,19.784331382260245,19010.319753577107,3097.1240063593004,389.4789348171701,23.808067824642702,1.7989623865110247,82.60570687418938,0.04928664072632944,7.526867627785058,2.6106194690265485,3.917647058823529,1.0,1.0,49.0,2257.2818428184282,2011.032581453634,18262.629072681702,17130.628726287257,129.83072916666666,170896543,152,182,37,902.508
